imdb_id,title,year,rating,votes
tt0359552,Khuda Kasam,1981,5.5,31
tt1453939,Aakhir Kaun Thi Woh?,2000,-,-
tt0426075,Lakeer - Forbidden Lines,2004,4.4,925
-,Bankster,,-,-
tt0268519,Pagla Kahin Ka,1970,7.2,79
tt0134803,Madhubala,1950,7.2,15
tt3681414,Purani Jeans,2014,6.2,753
tt4814382,Sitamgar,1954,-,-
tt0084385,Namak Halaal,1982,7.3,"2,395"
-,Mr Lele,,-,-
tt4777730,Beyond Blue: An Unnerving Tale of a Demented Mind,2015,6.7,7
tt0187192,Julie,1975,6.1,259
tt0275608,Pyaar Mein Kabhi Kabhi...,1999,4.4,167
tt11214554,Bhoot Bhaijaan,2018,-,-
tt4961348,Blast Barood,2001,-,-
tt4597384,Rising of Sarpanch,2014,-,-
tt9176260,Bypass Road,2019,5.4,871
tt11153896,Dansh,2018,-,-
tt1188996,My Name Is Khan,2010,8.0,"99,537"
-,Jersey,2021,-,-
tt0075653,Alaap,1977,6.7,325
tt0241439,Farzande Hind,1934,-,-
tt0047439,Sailaab,1956,7.6,8
tt4694430,Pehle Paisa Phir Bhagwan,1968,-,-
tt0156393,Char Dost,1956,-,-
tt0245922,The Gold Medal,1984,4.3,18
tt3745880,Naya Kama Sutra,2000,-,-
tt11493330,Chowkidaar,2019,-,-
tt2574698,Gunday,2014,2.4,"57,938"
tt5241708,Aap Jaisa Koi,2003,-,-
tt0154281,Captain Kishore,1940,-,-
tt0448586,Karan,1994,4.4,19
tt0231354,Chor,1950,-,-
tt0398122,Inkaar,1943,-,-
tt1509732,Aisha,I 2010,5.0,"3,920"
tt0470398,Kasak,2005,4.6,61
-,The Brave Child,,-,-
tt3669120,Bhargavi I. P. S.,1996,-,-
tt13678974,Montu Ki Paltan,2020,-,-
tt0430508,Raakhi Aur Rifle,1976,6.3,7
tt9737638,Ye Saccha Swabhimaan Sahi Sangharsh,2019,-,-
tt0357602,Dil Se Mile Dil,1978,4.3,11
tt2706226,Sangam Ho Ke Rahega,1994,-,-
tt1399602,Straight,II 2009,5.8,349
tt4723176,Mr. Qartoon M. A.,1958,-,-
tt3074794,Kaal Bhairav,1985,-,-
tt0069522,Yeh Gulistan Hamara,1972,6.8,29
tt3789538,Bhaangarh,2014,6.5,31
tt0176003,Pardesi,1970,5.8,11
tt0274315,Aashique Mastane,1995,6.2,10
tt10011102,The Sholay Girl,2019,7.6,91
tt5805424,harry,2016,-,-
tt0141761,Rajputani,1946,-,-
tt0053980,Kala Bazar,1960,7.4,256
tt0364541,Namaste Ji,1965,-,-
tt2690544,Khoon aur Sazaa,1985,7.2,5
tt4936386,Seeking Love,2008,-,-
tt4332782,Main Hoon Khiladiyon Ka Khiladi,2004,8.9,90
tt8146984,S the Film,2012,-,-
tt0052201,Sitaron Se Aage,1958,6.1,8
tt0242655,Maya Bazaar,1958,6.5,20
tt4882742,Shraddha Shakti Jai Ambe Maa,2005,-,-
tt0379056,Zakhmon Ke Nishan,1980,-,-
tt1147521,Doraemon: Nobita to Buriki no rabirinsu,1993,6.9,268
tt0112485,Betaaj Badshah,1994,5.0,42
tt0376161,Sati Aur Bhagwan,1982,-,-
tt2898712,Rangeela Raja,1996,6.1,9
tt0053728,College Girl,1960,6.4,25
tt14273632,Yaar Berozgar by Abhinav Shekhar,2018,-,-
tt0397739,Yeh Preet Na Hogi Kam,1986,-,-
tt0379254,Dhoon,1953,7.0,29
tt0234675,School Master,1943,-,-
tt6097500,Box,VI 2016,-,-
tt10930586,Shikara,2020,3.8,"6,297"
tt0373887,Harjaee,1981,6.5,31
tt0366880,Parwana,2003,2.2,267
tt11663388,Music Garage,2018,-,-
tt0346733,Chauraha,1994,4.0,24
tt3702300,Ek Chotisi Aasha,1998,-,-
tt0176073,Pyaar Ka Rishta,1973,6.1,11
-,Jamoon,,-,-
tt4942358,Ek Aur Prem Pratigya,2005,-,-
tt0254348,Ganga Bhavani,1979,-,-
tt4765748,Bharti,1956,-,-
tt7722258,Genius,I 2018,4.6,"1,632"
tt1286598,Naqli Heera,1948,-,-
tt0156831,Navjeevan,1935,3.4,5
tt0214086,Sati Ansuya,1956,-,-
tt4978746,Khaidi Inspector,1995,-,-
tt0241921,Sati Madalsa,1932,-,-
tt4975862,Ek Bulandi,1999,-,-
tt0269665,Opera House,1961,5.5,14
tt0139581,Sahara,1958,5.6,17
tt0247760,Tasveer,1943,-,-
tt3087862,Basti Aur Bazaar,1973,-,-
tt0396057,Hum Pyar Tumhi Se Kar Baithe,2002,5.8,45
tt3717860,Poonam Ki Raat,1999,-,-
tt0379479,Sapna,1952,-,-
tt0284083,Ek Rishtaa: The Bond of Love,2001,5.1,"1,556"
tt0102160,Jigarwala,1991,2.6,33
tt0448392,Bond 303,1985,4.9,27
tt2359810,Raanjhanaa,2013,7.6,"29,858"
tt3429816,Jaalsaaz,1999,6.8,14
tt0405121,Love in Nepal,2004,3.7,118
tt0157917,Lakhon Ki Baat,1984,6.8,125
tt3479148,Krishna Sudama,1979,-,-
tt0347473,Main Hoon Na,2004,7.0,"32,628"
tt1999101,Bhai No 1,2000,-,-
tt0255822,Bahadur,1953,-,-
tt4319860,Nar Naari,2004,-,-
tt0156064,Shahi Mehmaan,1955,-,-
tt3173910,Hasee Toh Phasee,2014,6.8,"13,680"
tt0056436,Sahib Bibi Aur Ghulam,1962,8.3,"1,517"
tt2939912,Traffic,I 2016,6.7,"2,454"
tt9569610,Kaagaz,2021,7.3,"5,870"
tt4015604,The Dirty MMS,2014,2.4,18
tt0374292,Trikon Ka Chautha Kon,1986,6.5,11
tt10288820,Chhota Bheem Kung Fu Dhamaka,2019,5.2,109
tt6006630,Tears in Khushi,2018,-,-
tt1949548,Heroine,2012,5.1,"4,078"
tt0281656,Bhopal Express,1999,7.1,364
tt0386664,Nagin Aur Suhagan,1979,6.2,8
tt0178217,Abhi To Jee Lein,1977,5.6,9
tt0055276,Parakh,1960,6.9,118
tt3683588,Dekha Jayega,1960,-,-
tt2489240,Pyasi Atma,1998,4.4,7
tt1229390,Shortkut - The Con Is On,2009,3.4,874
tt10199974,Pareeksha,2020,8.1,"2,845"
tt3074842,Revolver Rani,1971,-,-
tt7274452,All You Need ... Love,2011,-,-
tt2275802,Satyagraha,2013,5.9,"4,929"
tt0176101,Roop Tera Mastana,1972,6.4,31
tt0232065,Mast Qalandar,1955,-,-
tt0246766,Maa,I 1992,5.9,101
tt4808804,Saavi: A Bonded Bride,2015,6.7,9
tt2278859,Ballad of Rustom,2012,7.9,21
tt3509534,Jise Tu Kabool Kar Le,1980,-,-
-,Mumbaikar,2021,-,-
tt0176075,Pyar Kiye Jaa,1966,7.1,175
tt0268273,Dushman,1990,5.5,37
-,Sooryavanshi,2021,-,-
tt3877270,Apne Apne Sanskar,1987,-,-
tt0242504,Har Har Gange,1979,6.6,8
tt0230389,Kaagaz Ki Nao,1975,6.5,11
tt2953552,Jawani Ke Jalwe,1987,-,-
tt0286707,Humse Badhkar Kaun: The Entertainer,1998,3.3,116
tt0379166,Amar Kirtan,1954,-,-
tt0823619,Aisaa Kyon,2003,4.2,6
tt2891730,Dhaar,1992,-,-
tt0432111,Sultana Daku,1982,-,-
tt3673418,Dilli Ka Dada,1962,-,-
tt1312135,"Oh, My God!!",2008,5.4,263
tt0377448,Bambai Ki Sethani,1935,-,-
tt0157987,Mera Suhaag,1947,-,-
tt2551378,Bullett Raja,2013,5.0,"3,762"
tt14064000,I Am Not Blind,2020,7.3,11
tt0376071,Phandebaaz,1978,6.7,35
tt4946242,Humse Hai Zamana,2004,-,-
tt3513412,Junglee Jawaani,1989,-,-
tt3483596,O Teri,2014,3.3,571
tt4002112,Ek Suhag Raat,2003,-,-
tt4879470,Bhookh: The Hunger of Body,2005,-,-
tt0378068,Hum Sab Chor Hain,1973,-,-
tt0274477,Dushman,1957,7.1,17
tt0260838,Dak Bangla,1987,5.2,70
tt0149573,Aashiqui,1990,6.3,"1,641"
tt0232253,Pagal,1940,-,-
tt0232094,Milaap,1937,-,-
tt0311411,Kranti,2002,3.7,391
tt0154846,Mard Ki Zabaan,1987,4.5,19
tt0452143,Balidaan,1971,6.8,16
tt0177483,Aadmi,1993,6.5,93
tt0293529,Professor and Jadugar,1968,-,-
tt0367661,Do Shikari,1979,6.3,18
tt2732500,Kameena Kahin Kaa,1989,-,-
tt3074810,Jasoos Ladki,1973,-,-
tt5359624,Crd,2016,6.4,118
tt3005850,Sooper Se Ooper,2013,4.3,175
tt3807778,Badla Sherni Ka,2001,-,-
tt0977656,Ilzaam,2007,-,-
tt0343625,Ek Main Aur Ek Tu,1986,6.9,17
tt0158122,Professor Pyarelal,1981,6.6,103
tt3820970,Love Lust and Marriage,1996,-,-
tt0358064,Rakshaa Bandhan,1977,7.6,5
tt0360712,Khoon Ki Pukaar,1978,5.7,18
tt0049041,C.I.D.,1956,7.3,629
tt9896506,Six Hours With Terrorists,2011,-,-
tt4887300,Maa Durga Divya Haathi,2005,-,-
tt2663818,Jwala Daku,2000,-,-
-,Khiladi 1080,2021,-,-
tt0302294,Balak,1969,-,-
tt3844336,Maut Ka Pinjra,2001,-,-
tt0091256,Ijaazat,1987,8.3,"1,360"
tt0120540,Yes Boss,1997,6.8,"12,571"
tt6753022,Seema,II 1971,-,-
tt0416890,Khule-Aam,1992,6.1,15
tt0273045,2001: Do Hazaar Ek,1998,3.5,109
tt4654454,Aatma Aur Parmatma,1978,-,-
tt1204791,Pirate's Blood,2008,4.3,39
tt4882142,Kaam Diwani,2005,-,-
-,Sonam Gupta Bewafa Hai,2021,-,-
tt0115616,Bal Bramhachari,1996,2.7,111
tt0239495,Jaal,1986,6.0,99
tt0473567,...Yahaan,2005,7.4,"1,073"
tt2668548,Model: The Beauty,2005,-,-
tt0824375,Nishabd,2007,5.4,"1,609"
tt0107821,Phool Aur Angaar,1993,5.5,125
tt3763650,Night,2000,-,-
tt3949370,Ram Bhakti,1958,-,-
tt0376767,Mohabbat Ki Jeet,1943,-,-
tt2949654,Aasma,2018,4.6,7
tt2787118,Tyaag Patra,1978,-,-
-,Sangeen,2021,-,-
tt3633226,Dil Ki Pyas,1993,-,-
tt0451639,Bachke Rehna Re Baba,2005,2.6,200
tt11709788,Kehta Hai Yeh Dil,2020,3.3,10
tt3513572,Abala,1989,-,-
tt0379376,Matsya Gandha,1934,-,-
tt0427526,Mera Naseeb,1989,4.7,6
-,Football,,-,-
tt0419961,Mere Raja,1941,-,-
tt0420123,Revati,2005,5.2,33
tt3501502,Teri Aarzoo,1986,-,-
tt2726740,Khofnak Mahal,1998,2.7,10
tt3635474,Mulaquat,1993,-,-
tt12084320,Main Mulayam Singh Yadav,2021,3.4,102
tt4319556,Kundan,2004,-,-
tt9558592,Naaku Manasundhe,2018,-,-
tt3478880,Subhash Chandra,1966,-,-
tt3701448,Kala Sach: The Black Truth,2014,-,-
tt0246842,Paras,1971,6.2,27
tt0102705,Prem Pratigyaa,1989,5.9,226
tt0156872,Parichay,1954,-,-
tt4699202,Gurgaon,2016,6.5,"1,821"
tt4357524,Shriman Shrimati Lekin Abhi Shadi Nahi Hui,2000,-,-
tt13060206,Mughalsarai Junction,2020,-,-
tt0236387,Kimiagar,1936,-,-
tt0261240,Rickshawali,1990,-,-
tt0286504,Beti No. 1,2000,3.8,237
tt1228726,Mr. White Mr. Black,2008,3.3,193
tt1071798,Frozen,2007,7.1,191
tt6190346,Jannat E Milan,2018,2.8,8
tt0230834,Superman,1960,4.6,17
tt4677990,Insaf Kahan Hain,1958,-,-
tt0214111,Shadi Se Pahale,1947,-,-
tt2009425,Babu Badshah,2000,-,-
tt0150348,Do Sholay,1977,3.3,6
tt0166008,Uphaar,1971,7.2,71
tt4491520,Kama Sastra,2001,-,-
tt0367116,Tajurba,1981,5.7,12
tt0049364,Inquilab,1956,-,-
-,MoGill,,-,-
tt1218013,Billi: The Wild Cat,2006,-,-
tt1262150,Vachan,1955,5.5,17
tt2894624,Sikandar Ki Lalkar,1993,-,-
tt0398113,Hum Hain Khalnayak,1996,-,-
tt5316252,Sooraj Pe Dastak,1995,-,-
tt2064852,Lottery,2009,3.0,17
tt3544562,Khooni Hawas,1991,-,-
tt13350274,13 Tribute of Love,2020,-,-
tt2739810,Aakrant,1988,-,-
tt0302058,Zamana,1985,6.3,43
tt1773306,Bharosa,1981,6.0,5
tt8594008,Butterfly Chase,2006,-,-
tt1836015,Kaccha Limboo,2011,6.4,88
tt2777114,Ankh Ka Nasha,1956,-,-
tt0378124,Jawani Ke Gunah,1989,5.1,7
tt0354405,Bas Yun Hi,2003,5.6,52
tt3142250,Kaale Badal,1951,-,-
tt7645256,Jaan Tu Hain Ke Nahin,2017,-,-
tt3147534,Kamal,1949,-,-
tt3658932,Jungle Mein Hungama,1994,-,-
tt2660514,Chambal Ke Kasam,1999,-,-
tt4029980,Tara Sundari,1934,-,-
tt2935382,Minoo,1977,-,-
tt4884618,Abhi to Raat Hain,2005,-,-
tt0372762,Andaz Pyaar Ka,1986,-,-
-,Shershaah,2021,-,-
tt9558614,Vishapuram,2018,-,-
tt3949274,Ek Kunwara Teen Kunwari,2002,-,-
tt0818634,Veer Ghatotkach,1970,6.8,9
tt0260212,Muqaddar Ka Badshaah,1990,3.5,21
tt0233182,All Rounder,1984,4.8,31
tt4319844,Maut Ki Dahshat,2004,-,-
tt0157418,Bombay 405 Miles,1980,6.9,82
tt0091598,Naam,1986,7.5,973
tt4556586,Shrameya: The Laborious,2008,-,-
tt0231701,Haso Haso Ai Duniyawallaon,1942,-,-
tt11105424,Dhund Lenge Manzil Hum,2014,-,-
tt2891832,Mera Farz Mera Karz,1992,-,-
tt5255710,Sanam Teri Kasam,2016,7.4,"10,223"
tt4974134,Gori Khol Darwaza,2000,-,-
tt1467065,Shakti Leelai,1972,-,-
tt0177484,Aadmi Aur Apsara,1991,6.5,57
tt0231079,Aansuon Ki Duniya,1936,-,-
tt9412678,Sandra Beds Sandeep,2018,-,-
tt0230363,Jeet Kiski,1952,-,-
tt8364518,The Racer,2017,-,-
tt0139705,Veer Ghatotkach,1949,4.9,8
tt11006136,Pyaar Karle,2019,-,-
tt0358247,Valentine Days,2003,2.4,22
tt0232628,Sher Dil Aurat,1935,-,-
tt0151206,Khoon Bhari Maang,1988,6.6,"1,013"
tt4061212,Pyasi Maina,2003,-,-
tt13707788,Dirty Boss,2016,-,-
tt0050587,Kath Putli,1957,6.9,28
tt0242972,Tum Aur Main,1946,-,-
-,Gangs of Bihar,,-,-
tt0376112,Ranchandi,1935,-,-
tt0231763,Ham Sab Chor Hain,1956,6.4,28
tt1190894,"Road, Movie",2009,6.8,"1,652"
tt0823261,Zindaggi Rocks,2006,4.0,237
tt0230479,Man Jaiye,1972,-,-
tt0207415,Doli Saja Ke Rakhna,1998,6.4,492
tt4523688,Mantra Shakti,2002,-,-
tt3466636,Rocket Tarzan,1963,-,-
tt0126234,Chamatkar,1992,6.6,"5,774"
tt0099953,Kroadh,1990,5.1,181
tt5743888,Julie 2,2017,2.3,304
tt0357742,Hifazat,1973,-,-
tt2784992,Seepeeyan,1984,6.8,12
tt0280832,Khal-Naaikaa,1993,3.7,140
tt0152400,Shehar Aur Sapna,1964,6.5,13
tt0044527,Daag,1952,7.1,159
tt2380054,Zaroorat,2001,-,-
tt8705332,Match Of Life,2020,5.4,5
tt1748174,Pump Up the Mandali,2010,-,-
tt0037846,Khiladi,1945,-,-
tt0234761,Society,1955,-,-
tt0256414,Swarthi,1986,-,-
tt3734198,Bharat India Hindustan,2000,-,-
tt4256244,Dirty Marriage,2014,-,-
tt0213564,College Kanya,1935,-,-
tt0368825,Kaun Rokega Mujhe,1997,4.0,16
tt0358102,Sant Gyaneshwar,1964,8.0,10
tt0230345,Jaal Saaz,1969,6.9,8
-,Wrong Way,,-,-
tt2166214,Khiladi 786,2012,4.2,"6,398"
tt4002328,Ishq Kaminaa,2003,-,-
tt3628826,Maut Ki Ghati,1987,-,-
tt0076288,Ladki Jawan Ho Gayi,1977,-,-
tt3763638,Main Khunkar Yodha,2000,-,-
tt10840884,Taish,2020,7.4,"3,492"
tt0177473,Aa Gale Lag Jaa,1973,7.2,339
tt8202612,Satyameva Jayate,2018,5.7,"6,181"
tt2402745,Yeh Khula Aasmaan,2012,6.8,26
tt0380398,Gulami Ki Zaanjeerein,1983,-,-
tt3846432,Phir Aayegi Woh Raat,2001,-,-
tt0248302,Phir Bhi Apna Hai,1946,-,-
tt0119862,Pardesi Babu,1998,5.1,384
tt0451703,Dilawar,1984,-,-
tt0367922,Kahtey Hain Mujhko Raja,1975,5.2,21
tt6121432,Toba Tek Singh,2018,7.0,114
tt0156973,Rocket Girl,1962,-,-
tt0239336,Desh Drohee,1980,5.5,11
tt0458867,Naya Khoon,1990,4.7,12
tt0373937,Janam Janam Ke Phere: Alias Sati Anapurna,1957,5.7,6
tt1633212,Kajraare,2010,2.8,402
tt0156486,Double Cross,1938,-,-
tt0381145,Do or Die,1944,-,-
tt0114031,Oh Darling Yeh Hai India,1995,4.2,"1,563"
tt4882644,Tum Mere Rani Ho,2005,-,-
tt0382828,Maharaja,1970,5.6,8
tt0241894,Rikshawala,1938,-,-
tt0035963,Hamari Baat,1943,8.2,9
tt0230801,Sohni Mahiwal,1946,-,-
tt2298856,Jaanleva Black Blood,2012,6.0,14
tt4061194,Nadaan Jawaani,2003,-,-
tt3322420,Queen,2013,8.2,"61,263"
tt2708040,Aayi Tere Yaad,1980,-,-
tt1375789,Race 2,2013,5.3,"15,351"
tt1045627,Jungle King,1959,-,-
tt2730096,Gori Aur Kaali,2003,-,-
tt0369650,Lakhon Mein Ek,1947,-,-
tt0210920,Prem Aggan,1998,1.8,498
tt0379246,Dhan Daulat,1980,6.5,57
tt0826165,Raja Bhai Lagey Raho...,2005,3.1,18
tt0240700,Madhya Surya,1975,-,-
tt2939868,Jeena Isi Ka Naam Hai,1982,-,-
tt0363011,Raja Aur Rangeeli,1996,8.5,73
tt0284411,Puraskar,1970,4.6,8
tt3019620,Titli,2014,7.6,"4,410"
tt3219418,Adivasi Queen,1997,-,-
tt0364553,Nattukku Oru Nallavan,1991,5.1,82
tt3125828,Aplam Chaplam,1961,-,-
tt0442610,Pavitra Paapi,1970,7.9,48
tt3155912,Refugee,1948,-,-
tt1869296,Bhuddah Hoga Tera Baap,2011,5.6,"2,761"
tt0459466,Mera Dil Leke Dekho,2006,6.6,56
tt2958654,Meri Pyaas Bhujao,1990,-,-
tt1225886,Maza Aur Mauj Masti,2005,-,-
tt0290763,Mere Huzoor,1968,6.4,57
tt0230213,Firdaus,1953,-,-
tt0046703,Amar,1954,6.9,161
tt0270274,Chhaya,II 1936,-,-
tt2716060,Jawani Ki Kahani,1986,6.2,6
tt0286576,Darmiyaan: In Between,1997,7.3,59
tt0156295,Apna Ghar,1942,-,-
tt0088425,Yaadon Ki Zanjeer,1984,5.4,18
tt0361904,Mera Haque,1986,4.6,34
tt0104404,Heer Ranjha,1992,5.2,143
tt0232520,Raunaq,1944,-,-
-,Jamuna Tudu,,-,-
tt0157572,Ek Se Badhkar Ek,1976,7.0,43
tt4330158,Kids No. 1,2004,-,-
tt0236024,Birthday,1965,-,-
tt3720424,Pyar Ke Jalwe,1989,-,-
tt2652112,Aurat Aur Patthar,1989,-,-
-,Kutch,,-,-
tt0231808,Jadui Danda,1935,-,-
tt3844836,Main Hoon Beauty Queen,2001,-,-
tt1151366,Mere Arman Mere Sapne,1963,-,-
tt0156443,Daaka,1959,-,-
tt4761434,Vidyapati,1964,-,-
tt0159146,Zamana,1938,-,-
tt1291465,Rajneeti,2010,7.1,"16,540"
tt0213476,Badrinath Yatra,1967,-,-
tt2676204,Baharon Ke Manzil,1991,-,-
tt4149150,Masti Ka Yeh Aalam,2003,-,-
tt0140370,Mayurpankh,1954,5.9,16
-,Pathan,,-,-
tt0230561,Nai Duniya Naye Log,1973,-,-
tt0156773,Mastan Dada,1977,-,-
tt0377617,Chakori,1949,-,-
tt0253645,Sau Ka Note,1955,-,-
tt0386372,Chehra,1946,-,-
tt0139859,Annamalai,1992,7.7,"1,695"
tt6774212,Aiyaary,2018,5.3,"4,061"
tt0078222,Seeta Aur Geeta,1972,6.8,"1,747"
tt0305241,Aranyaka,1994,6.7,47
tt7109828,Jasoos,1947,-,-
tt9042528,Asha - Education To Girls,2012,-,-
tt0940710,I Love You,1992,4.0,8
tt4948092,Shiva Mera Naam,2004,-,-
tt11554412,Karamveer,2004,-,-
tt1294177,Kamsin: The Untouched,1997,5.5,11
tt8747548,Axone,2019,7.0,"1,905"
tt0233587,Do Kaliyaan,1968,6.4,68
tt12576274,MMS Kand,2014,7.6,10
tt0232080,Meraa Dost Meraa Dushman,1984,5.2,12
tt5074740,Ishq Ne Krazy Kiya Re,2015,7.6,18
tt4897088,Lalkaar,2001,-,-
tt0845492,My Name Is Anthony Gonsalves,2008,3.5,463
tt0230487,Mahatma Kabir,1954,-,-
tt3748492,Bhooton Ka Mahal,2000,-,-
tt0877616,Faqeer Badshah,1987,-,-
tt0257440,Bhakta Prahlad,1932,5.5,6
tt7881534,Danger,2018,-,-
tt2929816,Badle Ki Jwala,1986,-,-
-,Asthi the Ashes,2021,-,-
tt0350612,Bhago Boot,2001,6.9,11
tt4720864,Chetak & Rana,1958,-,-
tt3781482,Bhabhi Ka Ashirwad,1972,-,-
-,Timir,2022,-,-
tt0059610,Poonam Ki Raat,1965,6.8,22
tt0214070,Saat Samundaron Ki Mallika,1947,-,-
tt0286761,Koi Kisise Kum Nahin,1997,6.4,25
tt4491494,Kaam,2001,-,-
tt9249296,PK Lele a Salesman,2018,5.5,11
tt0068012,Zaroorat,1972,6.4,14
tt3089756,Samanta,1972,-,-
-,Rai,,-,-
tt0385075,Maldar,1951,-,-
tt0259529,Radha Rani,1932,-,-
tt3486536,Akhand Saubhagyavati,1981,-,-
tt0374147,Pyaar Mein Sauda Nahin,1982,-,-
tt0376475,Alladin II,1936,-,-
tt0139003,Akeli Mat Jaiyo,1963,6.3,21
tt3506102,Pooja,1988,-,-
tt0156833,Naya Din Nai Raat,1974,7.0,143
tt4649620,Yaar Dilber,1982,-,-
tt0154989,Pagli Duniya,1944,-,-
tt0154868,Mera Haq,1939,-,-
tt3697844,Kartooz,2014,3.0,7
tt11805890,Rizwan,2020,-,-
tt5308452,Khunnus,1978,-,-
tt5896666,Kalichaat,2018,9.4,5
tt0083820,Desh Premee,1982,6.0,532
tt0150683,Gaman,1978,7.1,179
tt0374887,Munna Bhai M.B.B.S.,2003,8.1,"74,793"
tt0121073,Anand Mahal,1977,-,-
tt1147519,Doraemon: Nobita no nankai daibôken,1998,6.8,272
tt0379442,Prem Ki Ragni,1935,-,-
tt3702022,Anjan Bharathi,1998,-,-
tt0156476,Dhruva Kumar,1938,-,-
tt0378397,Mujhe Shakti Do,1984,-,-
tt0451810,Meri Kahani,1948,-,-
tt2254620,Devi Ahilya Bai,2002,7.0,16
tt0378694,Sadhu Sant,1991,4.1,15
tt8728750,Prarabdh,2018,-,-
tt4276348,Adhoori Pyaas,2004,-,-
tt0405507,Murder,2004,5.4,"3,726"
tt0297416,Superman,1987,4.2,294
tt0374115,Patton Ki Bazi,1986,-,-
tt0154689,Joru Ka Bhai,1955,-,-
tt1415252,Agyaat,2009,2.8,612
tt2882102,Karishma Kismat Ka,1990,-,-
tt0442600,Hamari Jung,1987,-,-
tt3815974,Kahani Kamini Ki,2001,-,-
tt0075825,Chala Murari Hero Banne,1977,7.0,65
tt3562384,Balidan,I 1992,-,-
tt4815764,Gokul Ka Raja,1954,-,-
tt3431714,Mastram,2013,4.8,508
tt0155465,Aankh Ki Sharm,1943,-,-
tt0463279,2 October,2003,5.2,32
tt0361326,Bahadur Beti,1935,-,-
tt5937870,My Father Iqbal,2016,6.2,13
tt14427812,Singapore Vignettes,2021,9.2,12
tt10092762,Aakhri Pal,2015,-,-
tt0118546,Aar Ya Paar,1997,6.1,228
tt0359965,Shehzaade,1989,4.8,32
tt1808221,Kaalo,2010,3.2,246
tt5321800,Love 2002,2002,-,-
tt0230828,Sultana Daku,1972,8.4,5
tt0396768,Nyay Anyay,1990,5.8,38
tt1357461,Muniya,2008,-,-
tt0081624,Thodisi Bewafaii,1980,6.7,99
tt0361962,Noor-e-Wahadat,1936,-,-
tt0273061,Abul Hasan,1931,-,-
tt10137032,VETRI MEL VETRI,1989,-,-
tt3542028,Chal Bhaag,2014,4.2,97
tt0267617,Jigar,1992,4.8,772
tt7497288,Yuvak,2017,-,-
tt13144076,Raat Baaki Hai,2021,5.1,214
tt0363730,Kahan Hai Kanoon,1989,7.8,6
tt3635504,Rajdrohi,1993,-,-
tt0056394,Rungoli,1962,6.5,13
tt0032942,Prem Nagar,1940,-,-
tt5116464,Ek tha Bhujang,2015,6.9,7
tt0155370,Wahan Ke Log,1967,5.5,33
tt3645014,The Xpose,2014,3.2,"1,510"
tt1062296,Jannat,1949,7.1,8
tt0230785,Simba,1951,-,-
tt4330072,Uff Mirchi,2004,-,-
tt0156325,Balyogi Upmanyu,1958,-,-
-,The Outlander,,-,-
tt0378424,Nasib,1945,-,-
tt0177486,Aag Aur Daag,1970,3.5,15
tt2009445,Chintu Skool,2010,-,-
tt1673391,Hello Hum Lallann Bol Rahe Hain,2010,6.3,131
tt0363995,Shera Shamshera,1990,4.8,6
tt0293617,Spy in Rome,1968,4.9,8
tt2983434,Naari Chakra,2013,6.7,18
tt0298437,Mazaaq,1975,6.7,17
tt0420096,Professor Waman M. Sc.,1938,-,-
tt0833499,Mashooka,2005,5.4,29
tt4976522,Naina Tere Kajrare,1998,-,-
tt0096415,Waqt Ki Awaz,1988,6.3,91
tt9248934,Marjaavaan,2019,3.5,"3,017"
tt0154026,Zeenat,1945,6.8,15
tt0470611,Yatra,2006,6.3,132
tt0487029,Forgotten Showers,2005,-,-
tt6354784,The Hungry,2017,7.2,874
tt0266753,Mastana,1954,6.7,6
tt4488996,Farishthy,1997,-,-
tt5352268,Chatayi Kahan Bhichayun,2015,-,-
tt0431187,Karma Veer,1938,-,-
tt0151511,Mausam,1975,8.1,854
tt0152289,Sassi Punnu,1946,-,-
tt0156007,Rani,1943,-,-
tt10137318,Phool Aur Pathor,1980,-,-
tt0093287,Itihaas,1987,5.0,34
tt7228072,Pranaam,2019,4.3,264
tt3745830,Maila Aanchal,2000,-,-
tt6118134,Anna,X 2016,5.0,42
tt0157887,Kathputli,1971,6.9,34
tt0106541,Chandra Mukhi,1993,3.7,495
tt9756010,Code Blue,2019,6.9,7
tt0156791,Mere Bhaiya,1972,5.6,13
tt2858680,Shagun,1989,-,-
-,Jism 3,,-,-
tt3522550,Savdhan,1991,-,-
tt4865622,Room: The Mystery,2015,3.5,31
tt0382930,Raees,1948,-,-
tt0280396,Adharm,1992,5.2,65
tt0233286,Ban Phool,1945,-,-
tt0273681,Insaniyat,1955,7.4,79
tt14356188,Refl3ct,2021,7.4,449
tt4479190,Unlimited Nasha,2005,-,-
tt3678328,Suryaputra Shanidev,1997,-,-
tt0350005,Pyar Ki Jeet,1987,7.4,37
tt0369695,Man Ka Meet,1969,5.7,21
tt0347566,Mohabbat Ki Arzoo,1994,5.4,44
tt1010439,Pighalta Aasman,1985,6.0,30
tt8961466,Paak,2018,7.8,21
tt3544294,Alakh,1989,-,-
tt0292490,Dil Chahta Hai,2001,8.1,"67,444"
tt9477096,Kahani,1949,-,-
tt0048613,Shree 420,1955,8.0,"2,564"
tt0099081,Baap Numbri Beta Dus Numbri,1990,6.0,298
tt1266545,Chamku,2008,4.0,524
tt9309968,Suspense,2019,-,-
tt2253708,Future to Bright Hai Ji,2012,6.2,96
tt4064036,Kaise Kahe,2007,-,-
tt0358145,Shiv Teri Mahima Nyari,1993,-,-
-,A Mistake (Ek Galti),2021,-,-
